id,name,nba_player_id,overall,photo_url,player_page_url
"P0317","Jordan Miller","1641757","71","https://cdn.nba.com/headshots/nba/latest/1040x760/1641757.png","https://www.nba.com/player/1641757"
"P0318","Leonard Miller","1631159","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1631159.png","https://www.nba.com/player/1631159"
"P0319","Riley Minix","1642434","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642434.png","https://www.nba.com/player/1642434"
"P0320","Josh Minott","1631169","76","https://cdn.nba.com/headshots/nba/latest/1040x760/1631169.png","https://www.nba.com/player/1631169"
"P0321","Yves Missi","1642274","79","https://cdn.nba.com/headshots/nba/latest/1040x760/1642274.png","https://www.nba.com/player/1642274"
"P0322","Ajay Mitchell","1642349","73","https://cdn.nba.com/headshots/nba/latest/1040x760/1642349.png","https://www.nba.com/player/1642349"
"P0323","Davion Mitchell","1630558","77","https://cdn.nba.com/headshots/nba/latest/1040x760/1630558.png","https://www.nba.com/player/1630558"
"P0324","Donovan Mitchell","1628378","93","https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png","https://www.nba.com/player/1628378"
"P0325","Evan Mobley","1630596","89","https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png","https://www.nba.com/player/1630596"
"P0326","Jonathan Mogbo","1642367","74","https://cdn.nba.com/headshots/nba/latest/1040x760/1642367.png","https://www.nba.com/player/1642367"
"P0327","Malik Monk","1628370","80","https://cdn.nba.com/headshots/nba/latest/1040x760/1628370.png","https://www.nba.com/player/1628370"
"P0328","Moses Moody","1630541","77","https://cdn.nba.com/headshots/nba/latest/1040x760/1630541.png","https://www.nba.com/player/1630541"
"P0329","Ja Morant","1629630","91","https://cdn.nba.com/headshots/nba/latest/1040x760/1629630.png","https://www.nba.com/player/1629630"
"P0330","Monté Morris","1628420","73","https://cdn.nba.com/headshots/nba/latest/1040x760/1628420.png","https://www.nba.com/player/1628420"
"P0331","Trey Murphy III","1630530","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630530.png","https://www.nba.com/player/1630530"
"P0332","Dejounte Murray","1627749","81","https://cdn.nba.com/headshots/nba/latest/1040x760/1627749.png","https://www.nba.com/player/1627749"
"P0333","Jamal Murray","1627750","86","https://cdn.nba.com/headshots/nba/latest/1040x760/1627750.png","https://www.nba.com/player/1627750"
"P0334","Keegan Murray","1631099","80","https://cdn.nba.com/headshots/nba/latest/1040x760/1631099.png","https://www.nba.com/player/1631099"
"P0335","Kris Murray","1631200","","https://cdn.nba.com/headshots/nba/latest/1040x760/1631200.png","https://www.nba.com/player/1631200"
"P0336","Collin Murray-Boyles","1642867","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1642867.png","https://www.nba.com/player/1642867"
"P0337","Svi Mykhailiuk","1629004","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1629004.png","https://www.nba.com/player/1629004"
"P0338","Pete Nance","1631250","","https://cdn.nba.com/headshots/nba/latest/1040x760/1631250.png","https://www.nba.com/player/1631250"
"P0339","Larry Nance Jr.","1626204","78","https://cdn.nba.com/headshots/nba/latest/1040x760/1626204.png","https://www.nba.com/player/1626204"
"P0340","Eli John Ndiaye","1642947","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642947.png","https://www.nba.com/player/1642947"
"P0341","Andrew Nembhard","1629614","","https://cdn.nba.com/headshots/nba/latest/1040x760/1629614.png","https://www.nba.com/player/1629614"
"P0342","Ryan Nembhard","1642948","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1642948.png","https://www.nba.com/player/1642948"
"P0343","Aaron Nesmith","1630174","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630174.png","https://www.nba.com/player/1630174"
"P0344","Asa Newell","1642854","73","https://cdn.nba.com/headshots/nba/latest/1040x760/1642854.png","https://www.nba.com/player/1642854"
"P0345","Georges Niang","1627777","74","https://cdn.nba.com/headshots/nba/latest/1040x760/1627777.png","https://www.nba.com/player/1627777"
"P0346","Yanic Konan Niederhäuser","1642949","69","https://cdn.nba.com/headshots/nba/latest/1040x760/1642949.png","https://www.nba.com/player/1642949"
"P0347","Zeke Nnaji","1630192","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1630192.png","https://www.nba.com/player/1630192"
"P0348","Jusuf Nurkić","203994","77","https://cdn.nba.com/headshots/nba/latest/1040x760/203994.png","https://www.nba.com/player/203994"
"P0349","Josh Okogie","1629006","74","https://cdn.nba.com/headshots/nba/latest/1040x760/1629006.png","https://www.nba.com/player/1629006"
"P0350","Onyeka Okongwu","1630168","81","https://cdn.nba.com/headshots/nba/latest/1040x760/1630168.png","https://www.nba.com/player/1630168"
"P0351","Isaac Okoro","1630171","74","https://cdn.nba.com/headshots/nba/latest/1040x760/1630171.png","https://www.nba.com/player/1630171"
"P0352","Lachlan Olbrich","1642950","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1642950.png","https://www.nba.com/player/1642950"
"P0353","Kelly Olynyk","203482","","https://cdn.nba.com/headshots/nba/latest/1040x760/203482.png","https://www.nba.com/player/203482"
"P0354","Royce O'Neale","1626220","75","https://cdn.nba.com/headshots/nba/latest/1040x760/1626220.png","https://www.nba.com/player/1626220"
"P0355","Kelly Oubre Jr.","1626162","","https://cdn.nba.com/headshots/nba/latest/1040x760/1626162.png","https://www.nba.com/player/1626162"
"P0356","Chris Paul","101108","78","https://cdn.nba.com/headshots/nba/latest/1040x760/101108.png","https://www.nba.com/player/101108"
"P0357","Gary Payton II","1627780","","https://cdn.nba.com/headshots/nba/latest/1040x760/1627780.png","https://www.nba.com/player/1627780"
"P0358","Micah Peavy","1642877","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642877.png","https://www.nba.com/player/1642877"
"P0359","Noah Penda","1642869","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642869.png","https://www.nba.com/player/1642869"
"P0360","Taelon Peter","1643007","","https://cdn.nba.com/headshots/nba/latest/1040x760/1643007.png","https://www.nba.com/player/1643007"
"P0361","Drew Peterson","1641809","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1641809.png","https://www.nba.com/player/1641809"
"P0362","Julian Phillips","1641763","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1641763.png","https://www.nba.com/player/1641763"
"P0363","Jalen Pickett","1629618","71","https://cdn.nba.com/headshots/nba/latest/1040x760/1629618.png","https://www.nba.com/player/1629618"
"P0364","Scotty Pippen Jr.","1630590","76","https://cdn.nba.com/headshots/nba/latest/1040x760/1630590.png","https://www.nba.com/player/1630590"
"P0365","Daeqwon Plowden","1631342","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1631342.png","https://www.nba.com/player/1631342"
"P0366","Mason Plumlee","203486","75","https://cdn.nba.com/headshots/nba/latest/1040x760/203486.png","https://www.nba.com/player/203486"
"P0367","Brandin Podziemski","1641764","79","https://cdn.nba.com/headshots/nba/latest/1040x760/1641764.png","https://www.nba.com/player/1641764"
"P0368","Jakob Poeltl","1627751","80","https://cdn.nba.com/headshots/nba/latest/1040x760/1627751.png","https://www.nba.com/player/1627751"
"P0369","Jordan Poole","1629673","80","https://cdn.nba.com/headshots/nba/latest/1040x760/1629673.png","https://www.nba.com/player/1629673"
"P0370","Craig Porter Jr.","1641854","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1641854.png","https://www.nba.com/player/1641854"
"P0371","Kevin Porter Jr.","1629645","","https://cdn.nba.com/headshots/nba/latest/1040x760/1629645.png","https://www.nba.com/player/1629645"
"P0372","Michael Porter Jr.","1629008","82","https://cdn.nba.com/headshots/nba/latest/1040x760/1629008.png","https://www.nba.com/player/1629008"
"P0373","Bobby Portis","1626171","80","https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png","https://www.nba.com/player/1626171"
"P0374","Kristaps Porziņģis","204001","85","https://cdn.nba.com/headshots/nba/latest/1040x760/204001.png","https://www.nba.com/player/204001"
"P0375","Quinten Post","1642366","74","https://cdn.nba.com/headshots/nba/latest/1040x760/1642366.png","https://www.nba.com/player/1642366"
"P0376","Drake Powell","1642962","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1642962.png","https://www.nba.com/player/1642962"
"P0377","Dwight Powell","203939","72","https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png","https://www.nba.com/player/203939"
"P0378","Norman Powell","1626181","84","https://cdn.nba.com/headshots/nba/latest/1040x760/1626181.png","https://www.nba.com/player/1626181"
"P0379","Taurean Prince","1627752","76","https://cdn.nba.com/headshots/nba/latest/1040x760/1627752.png","https://www.nba.com/player/1627752"
"P0380","Payton Pritchard","1630202","80","https://cdn.nba.com/headshots/nba/latest/1040x760/1630202.png","https://www.nba.com/player/1630202"
"P0381","Tyrese Proctor","1642878","69","https://cdn.nba.com/headshots/nba/latest/1040x760/1642878.png","https://www.nba.com/player/1642878"
"P0382","Olivier-Maxence Prosper","1641765","","https://cdn.nba.com/headshots/nba/latest/1040x760/1641765.png","https://www.nba.com/player/1641765"
"P0383","Derik Queen","1642852","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642852.png","https://www.nba.com/player/1642852"
"P0384","Neemias Queta","1629674","76","https://cdn.nba.com/headshots/nba/latest/1040x760/1629674.png","https://www.nba.com/player/1629674"
"P0385","Immanuel Quickley","1630193","81","https://cdn.nba.com/headshots/nba/latest/1040x760/1630193.png","https://www.nba.com/player/1630193"
"P0386","Julius Randle","203944","86","https://cdn.nba.com/headshots/nba/latest/1040x760/203944.png","https://www.nba.com/player/203944"
"P0387","Maxime Raynaud","1642875","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1642875.png","https://www.nba.com/player/1642875"
"P0388","Duop Reath","1641871","","https://cdn.nba.com/headshots/nba/latest/1040x760/1641871.png","https://www.nba.com/player/1641871"
"P0389","Austin Reaves","1630559","81","https://cdn.nba.com/headshots/nba/latest/1040x760/1630559.png","https://www.nba.com/player/1630559"
"P0390","Paul Reed","1630194","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630194.png","https://www.nba.com/player/1630194"
"P0391","Antonio Reeves","1641810","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1641810.png","https://www.nba.com/player/1641810"
"P0392","Naz Reid","1629675","82","https://cdn.nba.com/headshots/nba/latest/1040x760/1629675.png","https://www.nba.com/player/1629675"
"P0393","Will Richard","1642954","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1642954.png","https://www.nba.com/player/1642954"
"P0394","Nick Richards","1630208","77","https://cdn.nba.com/headshots/nba/latest/1040x760/1630208.png","https://www.nba.com/player/1630208"
"P0395","Jase Richardson","1642859","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642859.png","https://www.nba.com/player/1642859"
"P0396","Will Riley","1642860","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642860.png","https://www.nba.com/player/1642860"
"P0397","Zaccharie Risacher","1642258","78","https://cdn.nba.com/headshots/nba/latest/1040x760/1642258.png","https://www.nba.com/player/1642258"
"P0398","Duncan Robinson","1629130","","https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png","https://www.nba.com/player/1629130"
"P0399","Mitchell Robinson","1629011","78","https://cdn.nba.com/headshots/nba/latest/1040x760/1629011.png","https://www.nba.com/player/1629011"
"P0400","Orlando Robinson","1631115","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1631115.png","https://www.nba.com/player/1631115"
"P0401","Jeremiah Robinson-Earl","1630526","73","https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png","https://www.nba.com/player/1630526"
"P0402","Ryan Rollins","1631157","79","https://cdn.nba.com/headshots/nba/latest/1040x760/1631157.png","https://www.nba.com/player/1631157"
"P0403","Jackson Rowe","1642050","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1642050.png","https://www.nba.com/player/1642050"
"P0404","Terry Rozier","1626179","74","https://cdn.nba.com/headshots/nba/latest/1040x760/1626179.png","https://www.nba.com/player/1626179"
"P0405","Rayan Rupert","1641712","","https://cdn.nba.com/headshots/nba/latest/1040x760/1641712.png","https://www.nba.com/player/1641712"
"P0406","D'Angelo Russell","1626156","78","https://cdn.nba.com/headshots/nba/latest/1040x760/1626156.png","https://www.nba.com/player/1626156"
"P0407","Domantas Sabonis","1627734","87","https://cdn.nba.com/headshots/nba/latest/1040x760/1627734.png","https://www.nba.com/player/1627734"
"P0408","Tidjane Salaün","1642275","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1642275.png","https://www.nba.com/player/1642275"
"P0409","Hunter Sallis","1642282","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642282.png","https://www.nba.com/player/1642282"
"P0410","Kobe Sanders","1642920","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1642920.png","https://www.nba.com/player/1642920"
"P0411","Gui Santos","1630611","73","https://cdn.nba.com/headshots/nba/latest/1040x760/1630611.png","https://www.nba.com/player/1630611"
"P0412","Ben Saraf","1642879","69","https://cdn.nba.com/headshots/nba/latest/1040x760/1642879.png","https://www.nba.com/player/1642879"
"P0413","Dario Šarić","203967","74","https://cdn.nba.com/headshots/nba/latest/1040x760/203967.png","https://www.nba.com/player/203967"
"P0414","Alex Sarr","1642259","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642259.png","https://www.nba.com/player/1642259"
"P0415","Marcus Sasser","1631204","","https://cdn.nba.com/headshots/nba/latest/1040x760/1631204.png","https://www.nba.com/player/1631204"
"P0416","Baylor Scheierman","1631248","71","https://cdn.nba.com/headshots/nba/latest/1040x760/1631248.png","https://www.nba.com/player/1631248"
"P0417","Dennis Schröder","203471","78","https://cdn.nba.com/headshots/nba/latest/1040x760/203471.png","https://www.nba.com/player/203471"
"P0418","Mark Sears","1641813","","https://cdn.nba.com/headshots/nba/latest/1040x760/1641813.png","https://www.nba.com/player/1641813"
"P0419","Alperen Sengun","1630578","88","https://cdn.nba.com/headshots/nba/latest/1040x760/1630578.png","https://www.nba.com/player/1630578"
"P0420","Brice Sensabaugh","1641729","75","https://cdn.nba.com/headshots/nba/latest/1040x760/1641729.png","https://www.nba.com/player/1641729"
"P0421","Collin Sexton","1629012","80","https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png","https://www.nba.com/player/1629012"
"P0422","Landry Shamet","1629013","71","https://cdn.nba.com/headshots/nba/latest/1040x760/1629013.png","https://www.nba.com/player/1629013"
"P0423","Terrence Shannon Jr.","1630545","73","https://cdn.nba.com/headshots/nba/latest/1040x760/1630545.png","https://www.nba.com/player/1630545"
"P0424","Day'Ron Sharpe","1630549","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630549.png","https://www.nba.com/player/1630549"
"P0425","Shaedon Sharpe","1631101","","https://cdn.nba.com/headshots/nba/latest/1040x760/1631101.png","https://www.nba.com/player/1631101"
"P0426","Jamal Shead","1642347","73","https://cdn.nba.com/headshots/nba/latest/1040x760/1642347.png","https://www.nba.com/player/1642347"
"P0427","Ben Sheppard","1641767","","https://cdn.nba.com/headshots/nba/latest/1040x760/1641767.png","https://www.nba.com/player/1641767"
"P0428","Reed Sheppard","1642263","75","https://cdn.nba.com/headshots/nba/latest/1040x760/1642263.png","https://www.nba.com/player/1642263"
"P0429","Max Shulga","1642917","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1642917.png","https://www.nba.com/player/1642917"
"P0430","Pascal Siakam","1627783","","https://cdn.nba.com/headshots/nba/latest/1040x760/1627783.png","https://www.nba.com/player/1627783"
"P0431","Anfernee Simons","1629014","78","https://cdn.nba.com/headshots/nba/latest/1040x760/1629014.png","https://www.nba.com/player/1629014"
"P0432","KJ Simpson","1642354","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1642354.png","https://www.nba.com/player/1642354"
"P0433","Jericho Sims","1630579","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630579.png","https://www.nba.com/player/1630579"
"P0434","Javon Small","1642914","69","https://cdn.nba.com/headshots/nba/latest/1040x760/1642914.png","https://www.nba.com/player/1642914"
"P0435","Marcus Smart","203935","80","https://cdn.nba.com/headshots/nba/latest/1040x760/203935.png","https://www.nba.com/player/203935"
"P0436","Dru Smith","1630696","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1630696.png","https://www.nba.com/player/1630696"
"P0437","Jalen Smith","1630188","75","https://cdn.nba.com/headshots/nba/latest/1040x760/1630188.png","https://www.nba.com/player/1630188"
"P0438","Tolu Smith","1642449","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642449.png","https://www.nba.com/player/1642449"
"P0439","Jabari Smith Jr.","1631095","78","https://cdn.nba.com/headshots/nba/latest/1040x760/1631095.png","https://www.nba.com/player/1631095"
"P0440","Nick Smith Jr.","1641733","74","https://cdn.nba.com/headshots/nba/latest/1040x760/1641733.png","https://www.nba.com/player/1641733"
"P0441","Jeremy Sochan","1631110","77","https://cdn.nba.com/headshots/nba/latest/1040x760/1631110.png","https://www.nba.com/player/1631110"
"P0442","Thomas Sorber","1642850","71","https://cdn.nba.com/headshots/nba/latest/1040x760/1642850.png","https://www.nba.com/player/1642850"
"P0443","Cam Spencer","1642285","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1642285.png","https://www.nba.com/player/1642285"
"P0444","Pat Spencer","1630311","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630311.png","https://www.nba.com/player/1630311"
"P0445","Isaiah Stevens","1641815","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1641815.png","https://www.nba.com/player/1641815"
"P0446","Isaiah Stewart","1630191","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630191.png","https://www.nba.com/player/1630191"
"P0447","Julian Strawther","1631124","74","https://cdn.nba.com/headshots/nba/latest/1040x760/1631124.png","https://www.nba.com/player/1631124"
"P0448","Max Strus","1629622","77","https://cdn.nba.com/headshots/nba/latest/1040x760/1629622.png","https://www.nba.com/player/1629622"
"P0449","Jalen Suggs","1630591","82","https://cdn.nba.com/headshots/nba/latest/1040x760/1630591.png","https://www.nba.com/player/1630591"
"P0450","Jae'Sean Tate","1630256","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1630256.png","https://www.nba.com/player/1630256"
"P0451","Jayson Tatum","1628369","94","https://cdn.nba.com/headshots/nba/latest/1040x760/1628369.png","https://www.nba.com/player/1628369"
"P0452","Jahmyl Telfort","1643141","","https://cdn.nba.com/headshots/nba/latest/1040x760/1643141.png","https://www.nba.com/player/1643141"
"P0453","Garrett Temple","202066","70","https://cdn.nba.com/headshots/nba/latest/1040x760/202066.png","https://www.nba.com/player/202066"
"P0454","Dalen Terry","1631207","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png","https://www.nba.com/player/1631207"
"P0455","Adou Thiero","1642876","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642876.png","https://www.nba.com/player/1642876"
"P0456","Cam Thomas","1630560","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630560.png","https://www.nba.com/player/1630560"
"P0457","Amen Thompson","1641708","87","https://cdn.nba.com/headshots/nba/latest/1040x760/1641708.png","https://www.nba.com/player/1641708"
"P0458","Ausar Thompson","1641709","","https://cdn.nba.com/headshots/nba/latest/1040x760/1641709.png","https://www.nba.com/player/1641709"
"P0459","Klay Thompson","202691","79","https://cdn.nba.com/headshots/nba/latest/1040x760/202691.png","https://www.nba.com/player/202691"
"P0460","Matisse Thybulle","1629680","","https://cdn.nba.com/headshots/nba/latest/1040x760/1629680.png","https://www.nba.com/player/1629680"
"P0461","Xavier Tillman","1630214","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1630214.png","https://www.nba.com/player/1630214"
"P0462","Nae'Qwan Tomlin","1641772","69","https://cdn.nba.com/headshots/nba/latest/1040x760/1641772.png","https://www.nba.com/player/1641772"
"P0463","John Tonje","1642910","","https://cdn.nba.com/headshots/nba/latest/1040x760/1642910.png","https://www.nba.com/player/1642910"
"P0464","Alex Toohey","1642893","68","https://cdn.nba.com/headshots/nba/latest/1040x760/1642893.png","https://www.nba.com/player/1642893"
"P0465","Nikola Topić","1642260","72","https://cdn.nba.com/headshots/nba/latest/1040x760/1642260.png","https://www.nba.com/player/1642260"
"P0466","Jacob Toppin","1631210","67","https://cdn.nba.com/headshots/nba/latest/1040x760/1631210.png","https://www.nba.com/player/1631210"
"P0467","Obi Toppin","1630167","","https://cdn.nba.com/headshots/nba/latest/1040x760/1630167.png","https://www.nba.com/player/1630167"
"P0468","Karl-Anthony Towns","1626157","92","https://cdn.nba.com/headshots/nba/latest/1040x760/1626157.png","https://www.nba.com/player/1626157"
"P0469","Nolan Traore","1642849","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1642849.png","https://www.nba.com/player/1642849"
"P0470","Luke Travers","1631247","69","https://cdn.nba.com/headshots/nba/latest/1040x760/1631247.png","https://www.nba.com/player/1631247"
"P0471","Gary Trent Jr.","1629018","","https://cdn.nba.com/headshots/nba/latest/1040x760/1629018.png","https://www.nba.com/player/1629018"
"P0472","Oscar Tshiebwe","1631131","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1631131.png","https://www.nba.com/player/1631131"
"P0473","Myles Turner","1626167","81","https://cdn.nba.com/headshots/nba/latest/1040x760/1626167.png","https://www.nba.com/player/1626167"
"P0474","Hunter Tyson","1641816","70","https://cdn.nba.com/headshots/nba/latest/1040x760/1641816.png","https://www.nba.com/player/1641816"
